City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
rio gallegos,100,AR,1584323545,58,-51.62,-69.22,62.96000000000008,7.17
prince rupert,1,CA,1584323547,48,54.32,-130.32,44.6,1.5
guerrero negro,0,MX,1584323549,72,27.98,-114.06,60.51200000000006,6.93
sechura,99,PE,1584323552,77,-5.56,-80.82,76.78399999999999,3.39
deputatskiy,0,RU,1584323554,81,69.3,139.9,-16.00599999999998,1.59
nemuro,75,JP,1584323556,54,43.32,145.57,30.2,2.1
vardo,100,NO,1584323558,67,70.37,31.11,19.4,4.1
ouadda,0,CF,1584323560,32,8.08,22.4,66.79400000000007,1.29
bogande,33,BF,1584323562,13,12.97,-0.14,78.18800000000005,4.1
omsukchan,100,RU,1584323564,93,62.53,155.8,4.820000000000061,3.6
berlevag,100,NO,1584323289,64,70.86,29.09,29.03000000000004,5.0
lalpur,100,IN,1584323569,19,22.2,69.97,74.46200000000006,8.56
salalah,20,OM,1584323571,69,17.02,54.09,75.2,2.1
vao,10,NC,1584323573,72,-22.67,167.48,81.21200000000006,12.58
sept-iles,90,CA,1584323575,47,50.2,-66.38,15.8,6.2
bujaru,75,BR,1584323577,94,-1.51,-48.04,73.4,4.6
samarai,2,PG,1584323579,51,-10.62,150.67,90.33800000000005,1.74
swan river,2,CA,1584323581,89,52.11,-101.27,9.248000000000026,5.82
panaba,0,MX,1584323583,79,21.28,-88.27,76.91000000000008,4.84
corn island,33,NI,1584323585,76,12.17,-83.04,80.816,7.6
kloulklubed,75,PW,1584323588,70,7.04,134.26,86.0,5.1
souillac,40,MU,1584323590,94,-20.52,57.52,75.00200000000008,1.5
gizo,98,SB,1584323592,68,-8.1,156.84,83.78600000000007,3.06
honningsvag,100,NO,1584323594,70,70.98,25.97,26.54600000000005,2.18
loikaw,100,MM,1584323596,24,19.67,97.21,81.842,4.0
makakilo city,90,US,1584323598,83,21.35,-158.09,80.6,3.1
dingle,0,PH,1584323600,56,11.0,122.67,84.79400000000007,4.93
aitape,100,PG,1584323605,78,-3.14,142.35,79.7,6.17
faanui,8,PF,1584323607,71,-16.48,-151.75,83.31800000000008,4.55
chepareria,100,KE,1584323609,70,1.31,35.2,70.37600000000009,1.06
tambura,30,SS,1584323611,44,5.6,27.47,75.434,1.52
coquimbo,90,CL,1584323615,87,-29.95,-71.34,60.8,1.5
nanortalik,19,GL,1584323617,65,60.14,-45.24,18.410000000000082,11.14
luwuk,54,ID,1584323620,74,-0.95,122.79,82.49000000000002,2.29
comodoro rivadavia,81,AR,1584323372,63,-45.87,-67.5,62.6,1.5
tazovskiy,5,RU,1584323624,96,67.47,78.7,-11.757999999999953,3.17
nchelenge,100,ZM,1584323626,94,-9.35,28.73,68.9,3.26
huautla,50,MX,1584323628,93,21.03,-98.28,65.96600000000001,0.79
santa maria,75,BR,1584323417,94,-29.68,-53.81,73.4,2.1
matay,0,EG,1584323632,63,28.42,30.78,63.89600000000005,2.13
kirillov,27,RU,1584323634,76,59.86,38.38,20.98399999999999,4.75
kinsale,0,IE,1584323637,86,51.71,-8.53,37.4,2.1
itaituba,100,BR,1584323639,98,-4.28,-55.98,69.908,0.72
grootfontein,100,NA,1584323641,74,-19.57,18.12,69.89000000000001,0.72
gilgit,17,PK,1584323643,50,35.92,74.31,15.548000000000023,0.74
olovyannaya,100,RU,1584323645,82,50.95,115.57,32.82800000000007,7.86
miramar,1,US,1584323647,69,25.99,-80.23,75.99199999999999,4.1
bandiagara,100,ML,1584323649,13,14.35,-3.61,81.24800000000002,3.06
sorong,0,ID,1584323651,49,-0.88,131.25,89.85200000000007,2.21
korop,0,UA,1584323654,60,51.57,32.96,26.906000000000027,3.06
keetmanshoop,0,NA,1584323656,31,-26.58,18.13,75.2,1.5
sohag,0,EG,1584323658,67,26.56,31.69,62.6,3.1
pangnirtung,100,CA,1584323660,91,66.15,-65.71,-19.587999999999944,3.44
maniitsoq,38,GL,1584323662,72,65.42,-52.9,-1.5159999999999556,2.64
bethel,5,US,1584323664,25,41.37,-73.41,44.99600000000005,3.1
korla,96,CN,1584323666,72,41.76,86.15,39.992,1.71
marawi,32,PH,1584323668,72,8.0,124.29,80.00600000000003,3.13
asfi,11,MA,1584323670,90,32.3,-9.24,51.044000000000075,1.78
mareeba,40,AU,1584323675,55,-17.0,145.43,87.8,3.1
olinda,75,BR,1584323679,94,-8.01,-34.86,75.2,5.1
ngunguru,100,NZ,1584323681,77,-35.62,174.5,68.0,1.79
bandar-e lengeh,0,IR,1584323683,76,26.56,54.88,72.01400000000004,8.64
mayo,1,US,1584323685,75,38.89,-76.51,44.99600000000005,1.02
synya,100,RU,1584323687,86,65.37,58.04,7.736000000000068,6.29
tromso,90,NO,1584323690,86,69.65,18.96,26.6,10.8
borba,100,BR,1584323692,98,-4.39,-59.59,74.46200000000006,0.85
ahipara,100,NZ,1584323694,74,-35.17,173.17,66.84800000000003,5.48
baiyin,100,CN,1584323696,28,36.56,104.21,32.0,2.29
wamba,43,NG,1584323698,15,8.93,8.6,70.25,0.89
surgana,0,IN,1584323700,17,20.57,73.62,82.22000000000006,5.35
pozega,0,HR,1584323702,79,45.34,17.69,33.998000000000026,1.0
campo verde,40,BR,1584323704,78,-20.42,-54.07,77.0,1.0
longyearbyen,90,SJ,1584323707,84,78.22,15.64,1.3999999999999986,5.1
solnechnyy,65,RU,1584323709,88,50.72,136.63,16.502000000000077,2.45
nagato,75,JP,1584323713,61,34.38,131.2,50.0,6.2
jieshi,15,CN,1584323715,57,22.81,115.83,66.99199999999999,5.91
ambulu,0,ID,1584323718,74,-8.35,113.61,81.86000000000008,0.74
suoyarvi,100,RU,1584323723,94,62.08,32.35,30.272000000000038,7.8
severo-kurilsk,97,RU,1584323725,95,50.68,156.12,24.83600000000007,20.89
novyy buyan,75,RU,1584323727,100,53.69,50.05,28.4,4.0
broome,1,US,1584323731,42,42.25,-75.83,28.994000000000074,4.1
shelburne,1,CA,1584323733,58,44.08,-80.2,30.991999999999997,1.0
sri aman,75,MY,1584323736,88,1.24,111.46,80.6,1.0
ust-nera,86,RU,1584323738,90,64.57,143.2,-12.819999999999958,1.77
ouidah,40,BJ,1584323741,88,6.36,2.09,82.4,5.7
kedougou,20,SN,1584323746,18,12.56,-12.17,74.24600000000005,1.48
puerto baquerizo moreno,82,EC,1584323748,80,-0.9,-89.6,79.484,2.55
falefa,86,WS,1584323750,73,-13.89,-171.59,82.61600000000001,4.04
zhangye,81,CN,1584323752,23,38.93,100.45,46.67000000000006,2.44
gariaband,42,IN,1584323754,94,20.64,82.06,71.6,2.1
dinguiraye,100,GN,1584323757,20,11.3,-10.72,71.72600000000008,0.93
prainha,94,BR,1584323759,93,-1.8,-53.48,71.76200000000006,1.13
celestun,0,MX,1584323761,84,20.87,-90.4,77.05400000000006,10.59
cerrito,40,CO,1584323763,100,6.84,-72.69,69.8,2.1
marsa matruh,0,EG,1584323765,87,31.35,27.25,53.6,2.03
uusikaupunki,90,FI,1584323769,86,60.8,21.41,41.0,8.2
olga,44,RU,1584323771,54,43.74,135.29,30.254000000000055,5.17
ipora,0,BR,1584323773,90,-16.44,-51.12,69.72800000000007,0.61
osorno,0,CL,1584323778,97,-40.57,-73.15,50.0,1.6
batticaloa,58,LK,1584323780,80,7.71,81.69,80.74400000000007,2.05
lagoa,0,PT,1584323782,75,39.05,-27.98,60.76400000000003,6.26
nome,100,US,1584323784,98,64.5,-165.41,30.614000000000033,3.47
sarankhola,1,BD,1584323786,45,22.31,89.79,82.20200000000008,3.17
kesinga,60,IN,1584323788,55,20.2,83.23,82.61600000000001,0.5
oum hadjer,43,TD,1584323790,13,13.3,19.7,68.91800000000009,4.08
aripuana,100,BR,1584323792,96,-9.17,-60.63,70.07000000000006,0.65
maumere,23,ID,1584323795,65,-8.62,122.21,83.55200000000008,3.04
isabela,75,PH,1584323797,74,6.71,121.97,84.2,1.5
portales,90,US,1584323799,100,34.19,-103.33,44.99600000000005,3.1
tynda,74,RU,1584323801,90,55.17,124.72,20.462000000000057,0.78
zhiryatino,0,RU,1584323803,63,53.22,33.73,25.61000000000008,2.57
hofn,100,IS,1584323805,67,64.25,-15.21,41.19800000000002,15.32
high rock,0,BS,1584323807,71,26.62,-78.28,73.32800000000006,4.53
port hedland,0,AU,1584323809,47,-20.32,118.57,95.0,2.6
husavik,90,IS,1584323811,86,66.04,-17.34,30.2,8.7
tateyama,75,JP,1584323814,40,34.98,139.87,57.00200000000008,4.6
kitimat,5,CA,1584323816,30,54.05,-128.65,41.0,8.7
ranfurly,98,NZ,1584323818,67,-45.13,170.1,62.99600000000005,3.58
mogadishu,100,SO,1584323560,81,2.04,45.34,82.54400000000007,7.96
portoferraio,0,IT,1584323822,52,42.81,10.31,46.004000000000055,3.1
port macquarie,21,AU,1584323544,93,-31.43,152.92,69.99800000000002,2.1
belyy yar,100,RU,1584323826,98,53.6,91.39,39.2,3.0
saskylakh,100,RU,1584323828,95,71.92,114.08,-12.31599999999996,9.26
bonavista,0,CA,1584323830,78,48.65,-53.11,24.008000000000003,0.89
dunedin,88,NZ,1584323833,71,-45.87,170.5,57.00200000000008,1.34
meulaboh,100,ID,1584323835,75,4.14,96.13,83.21000000000008,2.62
clyde river,1,CA,1584323837,67,70.47,-68.59,-21.999999999999957,7.7
laguna,75,US,1584323614,57,38.42,-121.42,53.6,3.1
alofi,100,NU,1584323841,79,-19.06,-169.92,86.0,3.6
stornoway,38,GB,1584323843,86,58.21,-6.39,32.0,1.5
aklavik,20,CA,1584323845,65,68.22,-135.01,5.0,4.21
rognan,40,NO,1584323847,93,67.1,15.39,32.0,9.3
ratnagiri,4,IN,1584323850,32,16.98,73.3,83.46200000000006,1.63
bara,53,NG,1584323852,18,10.37,10.73,60.96200000000006,1.49
itarema,100,BR,1584323854,97,-2.92,-39.92,75.02000000000007,1.82
hue,75,VN,1584323618,88,16.47,107.6,77.0,0.5
harper,100,LR,1584323858,95,4.38,-7.72,74.94800000000002,0.78
chipata,68,ZM,1584323860,94,-13.63,32.65,64.54400000000007,0.95
turangi,100,NZ,1584323862,39,-39.0,175.93,75.99199999999999,2.24
talas,75,TR,1584323865,93,38.69,35.55,46.4,2.03
nicoya,53,CR,1584323867,54,10.15,-85.45,84.2,10.3
along,100,IN,1584323869,78,28.17,94.77,65.642,0.9
obo,0,CF,1584323873,53,5.4,26.49,68.48600000000008,1.32
dehui,1,CN,1584323875,42,44.53,125.7,26.6,6.0
san angelo,90,US,1584323711,93,31.46,-100.44,55.4,6.2
abu kamal,89,SY,1584323882,69,34.45,40.92,58.37000000000006,1.97
russell,90,US,1584323884,73,32.35,-85.2,71.6,2.27
eyl,91,SO,1584323886,79,7.98,49.82,79.68200000000002,5.58
sumenep,0,ID,1584323890,71,-7.02,113.87,84.65,3.36
slonim,20,BY,1584323892,48,53.09,25.32,28.88600000000007,4.24
alexandria,0,EG,1584323851,87,31.22,29.96,60.8,1.5
narsaq,100,GL,1584323897,53,60.92,-46.05,21.2,1.5
strezhevoy,90,RU,1584323899,100,60.73,77.59,28.4,7.0
smiths falls,1,CA,1584323843,57,44.9,-76.02,24.998000000000026,2.75
mandalgovi,0,MN,1584323903,29,45.76,106.27,39.29000000000002,11.06
praia da vitoria,20,PT,1584323905,82,38.73,-27.07,59.0,4.64
tuatapere,78,NZ,1584323907,75,-46.13,167.68,53.99600000000005,6.71
florianopolis,7,BR,1584323664,64,-27.61,-48.5,78.00800000000001,3.1
owosso,1,US,1584323835,79,43.0,-84.18,33.998000000000026,3.1
slave lake,1,CA,1584323913,61,55.28,-114.77,12.2,2.6
salinopolis,100,BR,1584323916,87,-0.61,-47.36,77.82800000000006,1.84
kalevala,100,RU,1584323918,98,65.2,31.17,34.682000000000016,6.48
concepcion,0,CL,1584323663,67,-36.83,-73.05,60.8,6.2
cam ranh,20,VN,1584323922,74,11.92,109.16,84.2,6.2
west wendover,20,US,1584323924,18,40.74,-114.07,60.8,6.7
gambela,99,ET,1584323926,51,8.25,34.58,80.6,0.98
albert town,20,JM,1584323928,57,18.29,-77.54,78.8,3.6
batagay,89,RU,1584323930,79,67.63,134.63,-5.439999999999969,2.2
beloha,51,MG,1584323932,97,-25.17,45.05,70.34000000000002,3.71
monte patria,0,CL,1584323934,83,-30.69,-70.95,54.194000000000074,0.44
sao filipe,14,CV,1584323937,72,14.9,-24.5,70.61000000000008,8.95
valparaiso,0,CL,1584323939,93,-33.04,-71.63,57.2,2.6
milkovo,100,RU,1584323941,90,54.72,158.62,31.85600000000003,6.12
sirari,99,TZ,1584323943,87,-1.23,34.43,65.24600000000005,1.67
diamantina,74,BR,1584323945,99,-18.25,-43.6,60.29600000000005,0.93
patnos,100,TR,1584323949,94,39.23,42.86,30.416000000000007,2.11
gravdal,33,NO,1584323951,58,68.12,13.5,30.452000000000076,9.31
freetown,100,SL,1584323954,84,8.48,-13.23,74.91200000000006,0.99
kondinskoye,91,RU,1584323956,87,59.65,67.41,14.180000000000042,6.58
mentougou,66,CN,1584323958,48,39.94,116.09,50.0,1.0
wattegama,40,LK,1584323960,100,6.8,81.48,75.2,1.5
mirnyy,90,RU,1584323964,86,62.54,113.96,30.2,5.0
dakar,0,SN,1584323729,88,14.69,-17.44,71.6,4.6
plettenberg bay,92,ZA,1584323968,86,-34.05,23.37,62.041999999999994,4.63
aswan,0,EG,1584323851,63,24.09,32.91,62.22200000000004,3.82
necochea,0,AR,1584323906,86,-38.55,-58.74,51.008,1.93
yar-sale,0,RU,1584323975,95,66.83,70.83,-10.443999999999974,1.98
leh,0,IN,1584323977,45,34.17,77.58,9.410000000000082,1.2
pangody,0,RU,1584323979,90,65.85,74.49,-9.777999999999963,2.94
antofagasta,75,CL,1584323981,82,-23.65,-70.4,66.2,4.1
alyangula,5,AU,1584323982,43,-13.85,136.42,91.4,3.1
druzhba,0,UA,1584323985,53,52.04,33.95,26.564000000000032,3.76
porbandar,100,IN,1584323987,41,21.64,69.61,76.08200000000002,9.63
madang,97,PG,1584323990,77,-5.22,145.8,80.83399999999999,2.87
moron,0,AR,1584323992,77,-34.65,-58.62,69.00800000000001,3.1
pankovka,100,RU,1584323994,55,58.5,31.2,31.640000000000022,5.81
taber,20,CA,1584323996,71,49.82,-112.15,6.008000000000003,2.6
gorontalo,2,ID,1584323998,48,0.54,123.06,90.23000000000005,0.47
okhotsk,21,RU,1584324000,78,59.38,143.3,10.832000000000015,5.84
hondo,75,JP,1584324003,61,32.45,130.2,48.2,2.1
berdigestyakh,100,RU,1584324005,94,62.1,126.7,10.562000000000058,3.24
campbell river,5,CA,1584323963,21,50.02,-125.24,48.2,3.6
smolenka,40,RU,1584324009,51,52.14,113.5,35.6,14.0
ugoofaaru,37,MV,1584324011,74,5.67,73.0,83.39000000000001,3.91
neiafu,75,TO,1584324013,79,-18.65,-173.98,86.0,2.6
bairiki,20,KI,1584324017,70,1.33,172.98,87.8,4.1
dolores,0,AR,1584324019,92,-36.31,-57.68,52.412000000000056,2.74
portobelo,20,PA,1584324021,58,9.55,-79.65,82.4,3.1
hay river,75,CA,1584324023,67,60.82,-115.8,23.0,7.2
papetoai,20,PF,1584324025,62,-17.5,-149.87,87.8,4.6
waipawa,100,NZ,1584324027,46,-41.41,175.52,73.4,5.1
tura,40,IN,1584324029,41,25.52,90.22,80.40200000000007,1.43
ternate,100,ID,1584324034,63,0.8,127.4,84.47000000000006,1.96
sao luis de montes belos,0,BR,1584324036,94,-16.52,-50.37,69.53000000000004,0.43
baie-comeau,1,CA,1584323831,47,49.22,-68.15,17.6,3.1
kavaratti,0,IN,1584324042,68,10.57,72.64,82.59800000000003,2.46
woodward,90,US,1584324044,100,36.43,-99.39,39.2,3.1
angoche,10,MZ,1584324047,97,-16.23,39.91,70.43000000000004,2.51
tema,31,GH,1584324049,83,5.67,-0.02,82.4,4.1
aguimes,75,ES,1584324051,77,27.91,-15.45,64.4,8.2
nha trang,20,VN,1584324000,74,12.25,109.18,84.2,6.2
gazanjyk,0,TM,1584324055,69,39.24,55.52,48.77600000000009,0.79
alice springs,0,AU,1584323841,13,-23.7,133.88,80.6,5.1
port hardy,5,CA,1584323923,48,50.7,-127.42,42.8,4.1
golden,75,US,1584324061,54,39.76,-105.22,51.998000000000026,3.6
pinega,100,RU,1584324063,84,64.7,43.39,21.52400000000001,6.26
lunavada,95,IN,1584324066,25,23.13,73.62,70.934,6.51
casma,40,CL,1584324068,82,-41.01,-73.12,55.4,3.1
yen bai,100,VN,1584324070,78,21.7,104.87,72.98600000000008,0.74
caravelas,100,BR,1584324072,80,-17.71,-39.25,80.20400000000005,3.44
narasannapeta,30,IN,1584324074,64,18.42,84.05,82.23800000000004,0.57
ligayan,49,PH,1584324076,72,4.65,119.47,82.4,4.46
la rioja,90,ES,1584324078,87,42.25,-2.5,44.6,3.6
myre,100,NO,1584324080,86,69.1,15.95,26.6,11.8
beira,66,MZ,1584324083,77,-19.84,34.84,81.57200000000003,4.95
syracuse,75,IT,1584324085,67,37.09,15.28,59.0,3.1
dubbo,32,AU,1584324087,53,-32.25,148.62,73.4,8.2
sitka,1,US,1584324089,65,57.05,-135.33,44.6,3.68
palafrugell,75,ES,1584324091,87,41.92,3.16,55.99400000000007,1.5
hobyo,69,SO,1584324093,80,5.35,48.53,80.29400000000007,6.32
mormugao,20,IN,1584324095,83,15.4,73.8,77.0,2.6
jalu,0,LY,1584323989,26,29.03,21.55,64.77800000000006,2.88
bonnyville,75,CA,1584324099,51,54.27,-110.73,10.399999999999999,5.1
bedesa,100,ET,1584324102,75,8.9,40.78,63.62600000000009,0.46
lujan,20,AR,1584324104,72,-34.57,-59.1,69.00800000000001,3.1
kruisfontein,100,ZA,1584324028,88,-34.0,24.73,60.332000000000015,4.48
rio grande,90,BR,1584324108,94,-32.03,-52.1,68.0,2.6
hami,0,CN,1584324110,18,42.8,93.45,47.588000000000044,1.38
nipawin,1,CA,1584324112,72,53.37,-104.0,14.0,5.7
poindimie,32,NC,1584324114,66,-20.93,165.33,85.08200000000002,2.6
sol-iletsk,98,RU,1584324117,75,51.16,54.99,31.118000000000087,4.68
bodden town,20,KY,1584324119,78,19.28,-81.25,78.8,5.1
oranjestad,20,AW,1584323876,74,12.52,-70.03,80.6,6.7
sampit,8,ID,1584324123,75,-2.53,112.95,85.67600000000009,1.14
gigmoto,100,PH,1584324125,77,13.78,124.39,80.00600000000003,6.86
half moon bay,75,US,1584324038,61,37.46,-122.43,51.998000000000026,2.6
lodja,100,CD,1584324038,99,-3.48,23.43,69.58399999999999,0.37
puerto escondido,75,MX,1584324131,78,15.85,-97.07,82.4,3.1
jaisalmer,69,IN,1584324134,33,26.91,70.92,70.52000000000007,4.07
anadyr,100,RU,1584324020,79,64.75,177.48,23.0,2.0
atar,0,MR,1584323936,26,20.52,-13.05,63.57200000000004,3.42
lucapa,100,AO,1584324140,96,-8.42,20.74,66.95600000000003,0.64
pacific grove,90,US,1584324142,93,36.62,-121.92,53.99600000000005,3.1
bainbridge,75,US,1584324144,45,47.63,-122.52,44.99600000000005,3.6
murgab,75,TM,1584324149,59,37.5,61.97,60.8,3.1
oktyabrskiy,61,RU,1584324151,91,54.48,53.47,22.838000000000044,4.62
telimele,65,GN,1584324153,84,10.92,-13.33,63.158,0.26
qom,94,IR,1584324155,57,34.64,50.88,57.29000000000002,1.43
coihaique,40,CL,1584324157,71,-45.58,-72.07,57.2,1.0
kutum,20,SD,1584324159,28,14.2,24.67,57.128000000000064,2.23
ilinskiy,0,RU,1584324163,79,55.62,38.12,26.00600000000003,4.0
sioux lookout,90,CA,1584324165,79,50.1,-91.92,26.6,2.1
novouzensk,42,RU,1584324168,59,50.46,48.14,28.238000000000046,6.65
lar,8,IN,1584324170,39,26.2,83.97,72.89600000000004,2.31
port lincoln,57,AU,1584323968,41,-34.73,135.87,74.35400000000006,7.45
grand forks,90,US,1584324174,100,47.93,-97.03,26.99600000000005,4.6
carutapera,100,BR,1584324176,85,-1.2,-46.02,78.42200000000004,3.88
burdur,75,TR,1584324180,76,37.72,30.29,48.2,6.7
altay,78,CN,1584324182,53,47.87,88.12,31.298000000000023,1.19
presidencia roque saenz pena,64,AR,1584324185,95,-26.79,-60.44,71.33000000000004,2.16
borujerd,0,IR,1584324187,89,33.9,48.75,33.74600000000005,1.77
kenora,90,CA,1584324189,85,49.82,-94.43,24.8,2.6
marica,0,BR,1584324042,78,-22.92,-42.82,80.6,3.1
kimbe,100,PG,1584324193,63,-5.55,150.14,86.05400000000006,2.38
